IMDB_ID,TITLE_TW,NICK_NAME,TITLE_EN,DATE_TW,COUNTRY,IMDB_RATING,IMDB_GENRE,IMDB_BUDGET,IMDB_RUNTIME,DIRECTOR,DIRETCOR_OSCAR,DIRECTOR_WINS,DIRECTOR_NOMINATIONS,DIRECTOR_RATINGS,STAR_1,STAR_1_OSCARS,STAR_1_WINS,STAR_1_NOMINATIONS,STAR_1_RATINGS,STAR_2,STAR_2_OSCARS,STAR_2_WINS,STAR_2_NOMINATIONS,STAR_2_RATINGS,STAR_3,STAR_3_OSCARS,STAR_3_WINS,STAR_3_NOMINATIONS,STAR_3_RATINGS,YAHOO_EVALUATION,YAHOO_VOTER,PTT_ARTICLE,PTT_PUSH,PTT_ARROW,PTT_PULL,PTT_REPLY,YOUTUBE_VIEW,YOUTUBE_LIKE,YOUTUBE_DISLIKE
tt3631112,列車上的女孩,列車上的女孩,The Girl on the Train,2016/10/7,USA,6.5,"Crime,Drama,Mystery",45000000,112,Tate Taylor,0,12,16,6.625,Emily Blunt,0,16,66,7.425,Haley Bennett,0,0,1,6.925,Rebecca Ferguson,0,4,5,6.85,4,122,,,,,,159173,265,17
tt4624424,送子鳥,送子鳥,Storks,2016/10/7,USA,6.8,"Animation,Adventure,Comedy",70000000,87,Nicholas Stoller,0,2,7,6.65,Andy Samberg,0,5,28,7.55,Katie Crown,0,0,2,6.575,Kelsey Grammer,0,24,62,7.125,4.3,109,,,,,,673374,732,36
tt2404435,絕地7騎士,絕地7騎士/7騎士/七騎士,The Magnificent Seven,2016/10/7,USA,6.9,"Action,Adventure,Western",90000000,132,Antoine Fuqua,0,4,7,7.125,Denzel Washington,0,79,157,7.7,Chris Pratt,0,15,30,7.725,Ethan Hawke,0,22,104,7.9,4.2,206,,,,,,64956,84,2
tt3062096,地獄,地獄,Inferno,2016/10/12,"USA,Hungary",6.2,"Action,Adventure,Crime",75000000,121,Ron Howard,0,37,71,7.875,Tom Hanks,0,79,139,7.95,Felicity Jones,0,9,39,7.125,Irrfan Khan,0,16,23,7.475,4.2,278,,,,,,250519,262,19
tt2140479,會計師,會計師,The Accountant,2016/10/14,USA,7.4,"Action,Crime,Drama",44000000,128,Gavin O'Connor,0,3,2,7.25,Ben Affleck,0,71,105,7.925,Anna Kendrick,0,14,67,7.075,J.K. Simmons,0,59,34,7.65,4.6,609,,,,,,795205,404,16
tt5311514,你的名字,你的名字,Kimi no na wa.,2016/10/21,Japan,8.5,"Animation,Drama,Fantasy",NA,106,Makoto Shinkai,0,7,9,7.75,Ry羶nosuke Kamiki,0,2,1,8.225,Mone Kamishiraishi,0,1,0,7.575,Ry繫 Narita,0,0,0,6,4.7,1601,,,,,,2294950,9786,338
tt3393786,神隱任務：永不回頭,神隱任務：永不回頭/神隱任務/神務,Jack Reacher: Never Go Back,2016/10/21,"China,USA",6.1,"Action,Adventure,Crime",60000000,118,Edward Zwick,0,22,21,6.975,Tom Cruise,0,49,76,7.15,Cobie Smulders,0,0,1,7.925,Aldis Hodge,0,2,4,7.8,4,289,,,,,,593089,500,27
tt4361050,碟仙：惡靈始源,碟仙：惡靈始源/碟仙/惡靈始源,Ouija: Origin of Evil,2016/10/21,"USA,China,Japan",6.1,"Horror,Thriller",9000000,99,Mike Flanagan,0,25,12,6.475,Elizabeth Reaser,0,3,3,5.7,Lulu Wilson,0,0,0,6.225,Annalise Basso,0,0,4,6.875,3.6,92,,,,,,188307,162,7
tt1211837,奇異博士,奇異博士,Doctor Strange,2016/10/25,USA,7.5,"Action,Adventure,Fantasy",165000000,115,Scott Derrickson,0,1,5,6.8,Benedict Cumberbatch,0,31,98,7.55,Chiwetel Ejiofor,0,53,74,7.825,Rachel McAdams,0,21,47,7.45,4.5,738,,,,,,930952,2163,71
tt2513074,比利‧林恩的中場戰事,比利‧林恩的中場戰事/比利‧林恩/比利林恩,Billy Lynn's Long Halftime Walk,2016/11/11,"UK,China,USA",6.3,"Drama,War",40000000,113,Ang Lee,0,99,94,7.3,Joe Alwyn,0,0,0,6.3,Garrett Hedlund,0,2,3,7.025,Arturo Castro,0,0,1,6.6,4.1,494,,,,,,132331,329,10
tt3183660,怪獸與牠們的產地,怪獸與牠們的產地,Fantastic Beasts and Where to Find Them,2016/11/17,"UK,USA",7.4,"Adventure,Family,Fantasy",180000000,133,David Yates,0,15,18,7.7,Eddie Redmayne,0,21,69,7.45,Katherine Waterston,0,1,10,6.95,Alison Sudol,0,0,0,6.2,4.6,781,,,,,,144133,651,3
tt2119532,鋼鐵英雄,鋼鐵英雄,Hacksaw Ridge,2016/11/25,"Australia,USA",8.2,"Biography,Drama,History",40000000,139,Mel Gibson,0,39,39,7.475,Andrew Garfield,0,18,79,7.4,Sam Worthington,0,6,17,6.5,Luke Bracey,0,0,0,6.4,4.7,1010,,,,,,445472,1477,28
tt3717252,決戰異世界：弒血之戰,決戰異世界：弒血之戰/決戰異世界/弒血之戰,Underworld: Blood Wars,2016/12/1,USA,5.8,"Action,Adventure,Fantasy",35000000,91,Anna Foerster,0,1,2,6.9,Kate Beckinsale,0,9,32,6.825,Theo James,0,3,7,6.275,Tobias Menzies,0,0,2,7.525,3.9,202,,,,,,238166,437,8
tt3783958,樂來越愛你,樂來越愛你/樂來,La La Land,2016/12/9,"USA,Hong Kong",8.1,"Comedy,Drama,Music",30000000,128,Damien Chazelle,0,60,112,7.9,Ryan Gosling,0,32,136,7.775,Emma Stone,0,54,109,7.775,Rosemarie DeWitt,0,8,24,6.675,4.2,487,,,,,,589522,654,19
tt3470600,歡樂好聲音,歡樂好聲音,Sing,2016/12/9,"Japan,USA",7.1,"Animation,Comedy,Family",75000000,108,Garth Jennings,0,2,6,7.3,Matthew McConaughey,0,46,79,8.05,Reese Witherspoon,0,52,94,6.875,Seth MacFarlane,0,22,50,6.9,4.4,195,,,,,,645637,1588,51
tt3748528,星際大戰外傳：俠盜一號,星際大戰外傳：俠盜一號/星際大戰外傳/俠盜一號,Rogue One,2016/12/14,USA,7.9,"Action,Adventure,Sci-Fi",200000000,133,Gareth Edwards,0,13,12,7.2,Felicity Jones,0,9,39,7.125,Diego Luna,0,15,20,7.35,Alan Tudyk,0,10,14,7.6,4,298,,,,,,851568,883,173
tt4682786,最美的安排,最美的安排,Collateral Beauty,2016/12/15,USA,6.8,"Drama,Romance",36000000,97,David Frankel,0,6,6,6.75,Will Smith,0,60,118,7.4,Edward Norton,0,46,77,7.925,Kate Winslet,0,82,154,7.775,4.3,208,,,,,,715113,1019,16
tt1355644,星際過客,星際過客,Passengers,2016/12/21,USA,7,"Drama,Sci-Fi,Thriller",110000000,116,Morten Tyldum,0,33,17,7.35,Jennifer Lawrence,0,114,170,7.375,Chris Pratt,0,15,30,7.725,Michael Sheen,0,14,30,7.225,4.3,424,,,,,,245675,267,5
tt2094766,刺客教條,刺客教條,Assassin's Creed,2016/12/23,"USA,France,UK,Hong Kong,Taiwan,Malta",5.8,"Action,Adventure,Fantasy",125000000,115,Justin Kurzel,0,7,15,6.275,Michael Fassbender,0,76,136,7.775,Marion Cotillard,0,76,113,8.075,Jeremy Irons,0,28,31,7.3,3.4,343,,,,,,578060,4072,27
tt4501244,惱爸偏頭痛,惱爸偏頭痛/偏頭痛/惱爸,Why Him?,2016/12/23,"USA,Cambodia",6.2,Comedy,38000000,111,John Hamburg,0,0,1,6.525,Zoey Deutch,0,1,2,6.825,James Franco,0,36,93,7.2,Tangie Ambrose,0,0,0,7.075,4.2,258,,,,,,143004,186,9
tt3824950,擺渡人,擺渡人/擺渡,See You Tomorrow,2016/12/29,China,5,"Comedy,Drama,Romance",NA,128,Jiajia Zhang,0,0,2,5.333333333,Tony Chiu-Wai Leung,0,21,22,7.9,Takeshi Kaneshiro,0,1,1,7.675,Eason Chan,0,0,13,5.825,4.1,388,,,,,,513579,611,95
tt2034800,長城,長城,The Great Wall,2016/12/30,"USA,China,Hong Kong,Australia,Canada",6,"Action,Adventure,Fantasy",150000000,103,Yimou Zhang,0,61,44,7.125,Matt Damon,0,35,139,8.275,Tian Jing,0,0,0,6.1,Willem Dafoe,0,34,34,7.9,4,724,,,,,,895307,796,305
tt4649466,金牌特務,金牌特務,Kingsman: The Golden Circle,2017/9/20,"UK,USA",7.2,"Action,Adventure,Comedy",104000000,141,Matthew Vaughn,0,5,18,7.725,Taron Egerton,0,1,6,7.35,Colin Firth,0,66,55,7.75,Mark Strong,0,3,7,7.6,4.7,1269,,,,,,477359,716,23
tt6159026,角頭,角頭,Gatao,NA,Taiwan,5.1,Action,NA,105,Joe Lee,0,0,0,5.35,Alien Huang,0,0,0,6.133333333,Sunny Wang,0,0,0,3.566666667,Peng Sun,0,0,0,5.1,2.9,737,,,,,,1486724,2119,592
